"type","external_gene_name","ensembl_gene_id"
"astrocyte","A2ML1","ENSG00000166535"
"astrocyte","AADAT","ENSG00000109576"
"astrocyte","AASS","ENSG00000008311"
"astrocyte","ABCA12",NA
"astrocyte","ABCA7","ENSG00000064687"
"astrocyte","ABCC11",NA
"astrocyte","ABCD2","ENSG00000173208"
"astrocyte","ABLIM1","ENSG00000099204"
"astrocyte","ABLIM11",NA
"astrocyte","AC002429.2",NA
"astrocyte","AC002429.5","ENSG00000236197"
"astrocyte","AC004004.2",NA
"astrocyte","AC004019.13",NA
"astrocyte","AC005197.2",NA
"astrocyte","AC007879.4",NA
"astrocyte","AC008067.2",NA
"astrocyte","AC008957.2",NA
"astrocyte","AC009120.4",NA
"astrocyte","AC009501.4",NA
"astrocyte","AC010975.2",NA
"astrocyte","AC011516.2",NA
"astrocyte","AC011747.4",NA
"astrocyte","AC012370.3",NA
"astrocyte","AC012456.3",NA
"astrocyte","AC013267.1",NA
"astrocyte","AC016716.1",NA
"astrocyte","AC016716.2",NA
"astrocyte","AC016907.3",NA
"astrocyte","AC025811.3",NA
"astrocyte","AC072062.1",NA
"astrocyte","AC074363.1",NA
"astrocyte","AC074391.1",NA
"astrocyte","AC090625.1",NA
"astrocyte","AC099754.1",NA
"astrocyte","AC110754.3",NA
"astrocyte","AC114877.3",NA
"astrocyte","ACAA2","ENSG00000167315"
"astrocyte","ACACB","ENSG00000076555"
"astrocyte","ACADVL","ENSG00000072778"
"astrocyte","ACBD7","ENSG00000176244"
"astrocyte","ACKR3","ENSG00000144476"
"astrocyte","ACO2","ENSG00000100412"
"astrocyte","ACOT11","ENSG00000162390"
"astrocyte","ACOT111",NA
"astrocyte","ACOX2","ENSG00000168306"
"astrocyte","ACP6","ENSG00000162836"
"astrocyte","ACSBG1","ENSG00000103740"
"astrocyte","ACSF2","ENSG00000167107"
"astrocyte","ACSL6","ENSG00000164398"
"astrocyte","ACSL61",NA
"astrocyte","ACSL62",NA
"astrocyte","ACSS1","ENSG00000154930"
"astrocyte","ACSS11",NA
"astrocyte","ACSS3","ENSG00000111058"
"astrocyte","AD000092.3",NA
"astrocyte","ADA","ENSG00000196839"
"astrocyte","ADAM20P1",NA
"astrocyte","ADAMTSL5",NA
"astrocyte","ADCY2","ENSG00000078295"
"astrocyte","ADCY8","ENSG00000155897"
"astrocyte","ADCYAP1R1","ENSG00000078549"
"astrocyte","ADD3","ENSG00000148700"
"astrocyte","ADD3-AS1",NA
"astrocyte","ADD31",NA
"astrocyte","ADD32",NA
"astrocyte","ADGRV1","ENSG00000164199"
"astrocyte","ADHFE1","ENSG00000147576"
"astrocyte","ADI1","ENSG00000182551"
"astrocyte","ADORA2B","ENSG00000170425"
"astrocyte","ADRB1","ENSG00000043591"
"astrocyte","AEBP1","ENSG00000106624"
"astrocyte","AGBL2",NA
"astrocyte","AGFG2","ENSG00000106351"
"astrocyte","AGL","ENSG00000162688"
"astrocyte","AGT","ENSG00000135744"
"astrocyte","AHCYL1","ENSG00000168710"
"astrocyte","AHCYL11",NA
"astrocyte","AHCYL2","ENSG00000158467"
"astrocyte","AHNAK","ENSG00000124942"
"astrocyte","AIFM3","ENSG00000183773"
"astrocyte","AK4","ENSG00000162433"
"astrocyte","AKR7A2","ENSG00000053371"
"astrocyte","ALDH1L1","ENSG00000144908"
"astrocyte","ALDH2","ENSG00000111275"
"astrocyte","ALDH4A1","ENSG00000159423"
"astrocyte","ALDH7A1","ENSG00000164904"
"astrocyte","ALDOC","ENSG00000109107"
"astrocyte","ALG1L9P",NA
"astrocyte","AMOT",NA
"astrocyte","AMT",NA
"astrocyte","AMZ2","ENSG00000196704"
"astrocyte","ANGPTL4","ENSG00000167772"
"astrocyte","ANKDD1A","ENSG00000166839"
"astrocyte","ANKFN1","ENSG00000153930"
"astrocyte","ANKRD35","ENSG00000198483"
"astrocyte","ANKRD45","ENSG00000183831"
"astrocyte","ANO8","ENSG00000074855"
"astrocyte","AP000462.1",NA
"astrocyte","AP000462.2",NA
"astrocyte","AP003025.2",NA
"astrocyte","APC","ENSG00000134982"
"astrocyte","APC1",NA
"astrocyte","APEH","ENSG00000164062"
"astrocyte","APLNR","ENSG00000134817"
"astrocyte","APOE","ENSG00000130203"
"astrocyte","APOE1",NA
"astrocyte","AQP1","ENSG00000240583"
"astrocyte","AQP4","ENSG00000171885"
"astrocyte","AQP4-AS1",NA
"astrocyte","AQP41",NA
"astrocyte","ARHGAP24","ENSG00000138639"
"astrocyte","ARHGAP32","ENSG00000134909"
"astrocyte","ARHGAP5","ENSG00000100852"
"astrocyte","ARHGAP5-AS1",NA
"astrocyte","ARHGAP51",NA
"astrocyte","ARHGEF26","ENSG00000114790"
"astrocyte","ARHGEF26-AS1",NA
"astrocyte","ARHGEF4","ENSG00000136002"
"astrocyte","ARL6IP6","ENSG00000177917"
"astrocyte","ARRB1","ENSG00000137486"
"astrocyte","ARSJ","ENSG00000180801"
"astrocyte","ASAP2","ENSG00000151693"
"astrocyte","ASAP3","ENSG00000088280"
"astrocyte","ASPH","ENSG00000198363"
"astrocyte","ASRGL1","ENSG00000162174"
"astrocyte","ASTN1","ENSG00000152092"
"astrocyte","ATP13A4","ENSG00000127249"
"astrocyte","ATP13A4-AS1",NA
"astrocyte","ATP13A5",NA
"astrocyte","ATP1A2","ENSG00000018625"
"astrocyte","ATP1A21",NA
"astrocyte","ATP1B2","ENSG00000129244"
"astrocyte","ATP1B21",NA
"astrocyte","ATP6AP1L","ENSG00000205464"
"astrocyte","B3GALT5","ENSG00000183778"
"astrocyte","BAI1",NA
"astrocyte","BAZ2B","ENSG00000123636"
"astrocyte","BAZ2B4",NA
"astrocyte","BAZ2B5",NA
"astrocyte","BBOX1","ENSG00000129151"
"astrocyte","BBS2","ENSG00000125124"
"astrocyte","BBS4","ENSG00000140463"
"astrocyte","BCAN","ENSG00000132692"
"astrocyte","BCKDHB","ENSG00000083123"
"astrocyte","BCO1","ENSG00000135697"
"astrocyte","BDH2","ENSG00000164039"
"astrocyte","BHMT2","ENSG00000132840"
"astrocyte","BMP7","ENSG00000101144"
"astrocyte","BMPR1A","ENSG00000107779"
"astrocyte","BMPR1B","ENSG00000138696"
"astrocyte","BNIP3P32",NA
"astrocyte","BNIP3P33",NA
"astrocyte","BOC","ENSG00000144857"
"astrocyte","BRINP2","ENSG00000198797"
"astrocyte","C14ORF159",NA
"astrocyte","C16ORF89",NA
"astrocyte","C17ORF70",NA
"astrocyte","C1ORF110",NA
"astrocyte","C1ORF228",NA
"astrocyte","C1ORF61",NA
"astrocyte","C1orf61","ENSG00000125462"
"astrocyte","C1orf611",NA
"astrocyte","C20ORF194",NA
"astrocyte","C2ORF42",NA
"astrocyte","C2ORF72",NA
"astrocyte","C2ORF82",NA
"astrocyte","C5","ENSG00000106804"
"astrocyte","C8ORF37",NA
"astrocyte","CA12","ENSG00000074410"
"astrocyte","CABLES1","ENSG00000134508"
"astrocyte","CACHD1","ENSG00000158966"
"astrocyte","CACNB1","ENSG00000067191"
"astrocyte","CACNB2","ENSG00000165995"
"astrocyte","CADM1","ENSG00000182985"
"astrocyte","CAMK2G","ENSG00000148660"
"astrocyte","CAMK2G1",NA
"astrocyte","CAPN2","ENSG00000162909"
"astrocyte","CARMIL1","ENSG00000079691"
"astrocyte","CASC10","ENSG00000204682"
"astrocyte","CASC2",NA
"astrocyte","CAT","ENSG00000121691"
"astrocyte","CBX3P3",NA
"astrocyte","CCDC163P",NA
"astrocyte","CCNJL",NA
"astrocyte","CD38","ENSG00000004468"
"astrocyte","CDH2","ENSG00000170558"
"astrocyte","CDH20","ENSG00000101542"
"astrocyte","CDH26","ENSG00000124215"
"astrocyte","CDH4","ENSG00000179242"
"astrocyte","CDHR3","ENSG00000128536"
"astrocyte","CEP350","ENSG00000135837"
"astrocyte","CEP85L","ENSG00000111860"
"astrocyte","CERS1","ENSG00000223802"
"astrocyte","CGRRF1","ENSG00000100532"
"astrocyte","CHDH","ENSG00000016391"
"astrocyte","CHI3L1","ENSG00000133048"
"astrocyte","CHPT1","ENSG00000111666"
"astrocyte","CHR22-38_28785274-29006793.1",NA
"astrocyte","CHRDL1",NA
"astrocyte","CHRNB1","ENSG00000170175"
"astrocyte","CKB","ENSG00000166165"
"astrocyte","CKB1",NA
"astrocyte","CKB2",NA
"astrocyte","CLDN10","ENSG00000134873"
"astrocyte","CLDN12","ENSG00000157224"
"astrocyte","CLEC16A","ENSG00000038532"
"astrocyte","CLPTM1","ENSG00000104853"
"astrocyte","CLRN1-AS1",NA
"astrocyte","CLU","ENSG00000120885"
"astrocyte","CLU2",NA
"astrocyte","CLU3",NA
"astrocyte","CMBL","ENSG00000164237"
"astrocyte","CNTFR","ENSG00000122756"
"astrocyte","CNTFR-AS1",NA
"astrocyte","CNTNAP3","ENSG00000106714"
"astrocyte","COL28A1","ENSG00000215018"
"astrocyte","COL5A3","ENSG00000080573"
"astrocyte","COL5A31",NA
"astrocyte","COLCA1",NA
"astrocyte","COLCA2","ENSG00000214290"
"astrocyte","COPS7B","ENSG00000144524"
"astrocyte","COQ10A","ENSG00000135469"
"astrocyte","CPE","ENSG00000109472"
"astrocyte","CPE1",NA
"astrocyte","CRB1","ENSG00000134376"
"astrocyte","CRYAB","ENSG00000109846"
"astrocyte","CRYZ","ENSG00000116791"
"astrocyte","CSGALNACT1","ENSG00000147408"
"astrocyte","CST3","ENSG00000101439"
"astrocyte","CST31",NA
"astrocyte","CTA-243E7.1",NA
"astrocyte","CTAGE14P",NA
"astrocyte","CTB-113D17.1",NA
"astrocyte","CTB-50L17.14",NA
"astrocyte","CTC-457E21.1",NA
"astrocyte","CTC-498M16.2",NA
"astrocyte","CTC-498M16.4",NA
"astrocyte","CTC-559E9.1",NA
"astrocyte","CTD-2266L18.1",NA
"astrocyte","CTD-2353F22.1",NA
"astrocyte","CTD-2353F22.2",NA
"astrocyte","CTH","ENSG00000116761"
"astrocyte","CTNNA2","ENSG00000066032"
"astrocyte","CTNND2","ENSG00000169862"
"astrocyte","CUBN","ENSG00000107611"
"astrocyte","CXCL3",NA
"astrocyte","CXCL5",NA
"astrocyte","CYB5B","ENSG00000103018"
"astrocyte","CYBRD1","ENSG00000071967"
"astrocyte","CYP1D1P",NA
"astrocyte","CYP2J2","ENSG00000134716"
"astrocyte","CYP4F11","ENSG00000171903"
"astrocyte","CYP4V2","ENSG00000145476"
"astrocyte","CYP51A1P3",NA
"astrocyte","CYP7B1","ENSG00000172817"
"astrocyte","DAAM2","ENSG00000146122"
"astrocyte","DAG1","ENSG00000173402"
"astrocyte","DBI","ENSG00000155368"
"astrocyte","DBP","ENSG00000105516"
"astrocyte","DCHS2","ENSG00000197410"
"astrocyte","DCLK2","ENSG00000170390"
"astrocyte","DCT",NA
"astrocyte","DCUN1D1","ENSG00000043093"
"astrocyte","DCXR","ENSG00000169738"
"astrocyte","DDAH1","ENSG00000153904"
"astrocyte","DECR1","ENSG00000104325"
"astrocyte","DGKG","ENSG00000058866"
"astrocyte","DHODH",NA
"astrocyte","DHRS4-AS1",NA
"astrocyte","DHTKD1","ENSG00000181192"
"astrocyte","DIAPH3",NA
"astrocyte","DIO2","ENSG00000211448"
"astrocyte","DKK3","ENSG00000050165"
"astrocyte","DMGDH","ENSG00000132837"
"astrocyte","DNAAF5","ENSG00000164818"
"astrocyte","DNAH7","ENSG00000118997"
"astrocyte","DOCK4","ENSG00000128512"
"astrocyte","DOCK7","ENSG00000116641"
"astrocyte","DOK5","ENSG00000101134"
"astrocyte","DOLK","ENSG00000175283"
"astrocyte","DPP10","ENSG00000175497"
"astrocyte","DPP8","ENSG00000074603"
"astrocyte","DPY19L3","ENSG00000178904"
"astrocyte","DPYSL3","ENSG00000113657"
"astrocyte","DSC1",NA
"astrocyte","DST","ENSG00000151914"
"astrocyte","DST2",NA
"astrocyte","DST3",NA
"astrocyte","DTNA","ENSG00000134769"
"astrocyte","DTNA1",NA
"astrocyte","DTX1","ENSG00000135144"
"astrocyte","ECHDC2","ENSG00000121310"
"astrocyte","EDNRB","ENSG00000136160"
"astrocyte","EEF2K","ENSG00000103319"
"astrocyte","EFEMP1","ENSG00000115380"
"astrocyte","EFHC1","ENSG00000096093"
"astrocyte","EFHC2",NA
"astrocyte","EFNA5","ENSG00000184349"
"astrocyte","EFR3B","ENSG00000084710"
"astrocyte","EGFR","ENSG00000146648"
"astrocyte","EHHADH","ENSG00000113790"
"astrocyte","ELMO2","ENSG00000062598"
"astrocyte","ELOVL2","ENSG00000197977"
"astrocyte","ELOVL2-AS1",NA
"astrocyte","EMID1","ENSG00000186998"
"astrocyte","EMX2","ENSG00000170370"
"astrocyte","EMX2OS",NA
"astrocyte","ENHO","ENSG00000168913"
"astrocyte","ENKUR","ENSG00000151023"
"astrocyte","ENO1","ENSG00000074800"
"astrocyte","ENTPD2","ENSG00000054179"
"astrocyte","EPHB1","ENSG00000154928"
"astrocyte","EPHX1","ENSG00000143819"
"astrocyte","EPHX2","ENSG00000120915"
"astrocyte","ERBB2","ENSG00000141736"
"astrocyte","ERBB4","ENSG00000178568"
"astrocyte","ERLIN2","ENSG00000147475"
"astrocyte","ETAA1","ENSG00000143971"
"astrocyte","ETNPPL","ENSG00000164089"
"astrocyte","ETNPPL1",NA
"astrocyte","EVC2",NA
"astrocyte","EYA1","ENSG00000104313"
"astrocyte","EYA2","ENSG00000064655"
"astrocyte","EZR","ENSG00000092820"
"astrocyte","F11-AS1",NA
"astrocyte","F3","ENSG00000117525"
"astrocyte","F8",NA
"astrocyte","FABP5P4",NA
"astrocyte","FADS2","ENSG00000134824"
"astrocyte","FAM107A","ENSG00000168309"
"astrocyte","FAM107A1",NA
"astrocyte","FAM118B","ENSG00000197798"
"astrocyte","FAM167A","ENSG00000154319"
"astrocyte","FAM168A","ENSG00000054965"
"astrocyte","FAM171A1","ENSG00000148468"
"astrocyte","FAM171B","ENSG00000144369"
"astrocyte","FAM181B","ENSG00000182103"
"astrocyte","FAM182A",NA
"astrocyte","FAM184A","ENSG00000111879"
"astrocyte","FAM189A2","ENSG00000135063"
"astrocyte","FAM198A","ENSG00000144649"
"astrocyte","FAM213A","ENSG00000122378"
"astrocyte","FAM227A","ENSG00000184949"
"astrocyte","FAM71F2","ENSG00000205085"
"astrocyte","FARP1","ENSG00000152767"
"astrocyte","FAT1","ENSG00000083857"
"astrocyte","FAT3","ENSG00000165323"
"astrocyte","FBXL7","ENSG00000183580"
"astrocyte","FBXO2","ENSG00000116661"
"astrocyte","FERMT2","ENSG00000073712"
"astrocyte","FEZF1-AS1",NA
"astrocyte","FEZF2","ENSG00000153266"
"astrocyte","FGD6","ENSG00000180263"
"astrocyte","FGF2","ENSG00000138685"
"astrocyte","FGFR3","ENSG00000068078"
"astrocyte","FGFR31",NA
"astrocyte","FGFRL1","ENSG00000127418"
"astrocyte","FGGY","ENSG00000172456"
"astrocyte","FHIT","ENSG00000189283"
"astrocyte","FIRRE",NA
"astrocyte","FJX1","ENSG00000179431"
"astrocyte","FKBP10","ENSG00000141756"
"astrocyte","FKBP9","ENSG00000122642"
"astrocyte","FLJ16779",NA
"astrocyte","FLJ30679",NA
"astrocyte","FMN2","ENSG00000155816"
"astrocyte","FNBP1","ENSG00000187239"
"astrocyte","FNBP11",NA
"astrocyte","FOS","ENSG00000170345"
"astrocyte","FOXRED2","ENSG00000100350"
"astrocyte","FREM2","ENSG00000150893"
"astrocyte","FRMPD2","ENSG00000170324"
"astrocyte","FSIP2",NA
"astrocyte","FUT10","ENSG00000172728"
"astrocyte","FUT9","ENSG00000172461"
"astrocyte","FUT91",NA
"astrocyte","FXYD3",NA
"astrocyte","FYN","ENSG00000010810"
"astrocyte","FZD8","ENSG00000177283"
"astrocyte","GABBR1","ENSG00000204681"
"astrocyte","GABRA2","ENSG00000151834"
"astrocyte","GABRB1","ENSG00000163288"
"astrocyte","GABRG1","ENSG00000163285"
"astrocyte","GAPDH","ENSG00000111640"
"astrocyte","GAREML",NA
"astrocyte","GAS2L1","ENSG00000185340"
"astrocyte","GAS8","ENSG00000141013"
"astrocyte","GBA","ENSG00000177628"
"astrocyte","GCDH","ENSG00000105607"
"astrocyte","GDPD2",NA
"astrocyte","GFAP","ENSG00000131095"
"astrocyte","GFAP1",NA
"astrocyte","GGACT",NA
"astrocyte","GJA1","ENSG00000152661"
"astrocyte","GJA11",NA
"astrocyte","GJA1P1",NA
"astrocyte","GJB2","ENSG00000165474"
"astrocyte","GJB6","ENSG00000121742"
"astrocyte","GLI1",NA
"astrocyte","GLI2",NA
"astrocyte","GLI3","ENSG00000106571"
"astrocyte","GLIS3","ENSG00000107249"
"astrocyte","GLUD1","ENSG00000148672"
"astrocyte","GLUD2",NA
"astrocyte","GLUL","ENSG00000135821"
"astrocyte","GLUL1",NA
"astrocyte","GNA14","ENSG00000156049"
"astrocyte","GNA14-AS1",NA
"astrocyte","GNG12-AS1",NA
"astrocyte","GOLGA2P5",NA
"astrocyte","GOLIM4","ENSG00000173905"
"astrocyte","GPAM","ENSG00000119927"
"astrocyte","GPC4",NA
"astrocyte","GPC5","ENSG00000179399"
"astrocyte","GPC5-AS1",NA
"astrocyte","GPC5-AS2",NA
"astrocyte","GPD2","ENSG00000115159"
"astrocyte","GPM6A","ENSG00000150625"
"astrocyte","GPM6B",NA
"astrocyte","GPR125",NA
"astrocyte","GPR143",NA
"astrocyte","GPR171",NA
"astrocyte","GPR19","ENSG00000183150"
"astrocyte","GPR37L1","ENSG00000170075"
"astrocyte","GPR56",NA
"astrocyte","GPR75","ENSG00000119737"
"astrocyte","GPR87",NA
"astrocyte","GPR98",NA
"astrocyte","GPR981",NA
"astrocyte","GPRC5B","ENSG00000167191"
"astrocyte","GPT2","ENSG00000166123"
"astrocyte","GRAMD1C","ENSG00000178075"
"astrocyte","GRAMD3","ENSG00000155324"
"astrocyte","GRAMD31",NA
"astrocyte","GREB1","ENSG00000196208"
"astrocyte","GRID1-AS1",NA
"astrocyte","GRIN2C","ENSG00000161509"
"astrocyte","GRM3","ENSG00000198822"
"astrocyte","GS1-39E22.2",NA
"astrocyte","GSTM5","ENSG00000134201"
"astrocyte","H3F3B","ENSG00000132475"
"astrocyte","HADHAP1",NA
"astrocyte","HADHB","ENSG00000138029"
"astrocyte","HAP1","ENSG00000173805"
"astrocyte","HEPACAM","ENSG00000165478"
"astrocyte","HEPH",NA
"astrocyte","HERPUD2","ENSG00000122557"
"astrocyte","HES1","ENSG00000114315"
"astrocyte","HGF","ENSG00000019991"
"astrocyte","HHATL","ENSG00000010282"
"astrocyte","HHIPL1","ENSG00000182218"
"astrocyte","HIF3A","ENSG00000124440"
"astrocyte","HIF3A1",NA
"astrocyte","HKDC1","ENSG00000156510"
"astrocyte","HOPX","ENSG00000171476"
"astrocyte","HPR","ENSG00000261701"
"astrocyte","HPS4","ENSG00000100099"
"astrocyte","HPSE2","ENSG00000172987"
"astrocyte","HRH1","ENSG00000196639"
"astrocyte","HRNR",NA
"astrocyte","HRSP12",NA
"astrocyte","HS2ST1","ENSG00000153936"
"astrocyte","HSBP1L1","ENSG00000226742"
"astrocyte","HSD17B6","ENSG00000025423"
"astrocyte","HSDL2","ENSG00000119471"
"astrocyte","HSP90AA14",NA
"astrocyte","HSPA1A","ENSG00000204389"
"astrocyte","HSPA1B","ENSG00000204388"
"astrocyte","HSPB1","ENSG00000106211"
"astrocyte","HTRA1","ENSG00000166033"
"astrocyte","ID2","ENSG00000115738"
"astrocyte","ID2-AS1",NA
"astrocyte","ID3","ENSG00000117318"
"astrocyte","ID4","ENSG00000172201"
"astrocyte","IDH2","ENSG00000182054"
"astrocyte","IFT27","ENSG00000100360"
"astrocyte","IFT43","ENSG00000119650"
"astrocyte","IGFN1","ENSG00000163395"
"astrocyte","IGSF1",NA
"astrocyte","IL17D","ENSG00000172458"
"astrocyte","IL17RB","ENSG00000056736"
"astrocyte","IL33","ENSG00000137033"
"astrocyte","IL9",NA
"astrocyte","INHBB","ENSG00000163083"
"astrocyte","INTS3","ENSG00000143624"
"astrocyte","INTU","ENSG00000164066"
"astrocyte","INTU1",NA
"astrocyte","IQCA1","ENSG00000132321"
"astrocyte","IQCA11",NA
"astrocyte","IQCH",NA
"astrocyte","IQCH-AS1",NA
"astrocyte","ITGA7","ENSG00000135424"
"astrocyte","ITGA71",NA
"astrocyte","ITGB4","ENSG00000132470"
"astrocyte","ITM2C","ENSG00000135916"
"astrocyte","ITPKB","ENSG00000143772"
"astrocyte","ITPR2","ENSG00000123104"
"astrocyte","ITSN1","ENSG00000205726"
"astrocyte","JUN","ENSG00000177606"
"astrocyte","JUNB","ENSG00000171223"
"astrocyte","KAL1",NA
"astrocyte","KATNAL2","ENSG00000167216"
"astrocyte","KCNA2","ENSG00000177301"
"astrocyte","KCNJ10","ENSG00000177807"
"astrocyte","KCNN3","ENSG00000143603"
"astrocyte","KCTD15","ENSG00000153885"
"astrocyte","KCTD21","ENSG00000188997"
"astrocyte","KIAA0195",NA
"astrocyte","KIAA0319","ENSG00000137261"
"astrocyte","KIAA1161","ENSG00000164976"
"astrocyte","KIAA1407",NA
"astrocyte","KIAA1671","ENSG00000197077"
"astrocyte","KIF24","ENSG00000186638"
"astrocyte","KLF15","ENSG00000163884"
"astrocyte","KLKB1","ENSG00000164344"
"astrocyte","KNDC1","ENSG00000171798"
"astrocyte","LA16C-380F5.1",NA
"astrocyte","LAMA1","ENSG00000101680"
"astrocyte","LANCL2","ENSG00000132434"
"astrocyte","LCNL1","ENSG00000214402"
"astrocyte","LCTL",NA
"astrocyte","LDHAL6EP",NA
"astrocyte","LDHB","ENSG00000111716"
"astrocyte","LDHD","ENSG00000166816"
"astrocyte","LETM1","ENSG00000168924"
"astrocyte","LFNG","ENSG00000106003"
"astrocyte","LGI1","ENSG00000108231"
"astrocyte","LGI4","ENSG00000153902"
"astrocyte","LGI41",NA
"astrocyte","LGR4","ENSG00000205213"
"astrocyte","LGR6","ENSG00000133067"
"astrocyte","LHX2","ENSG00000106689"
"astrocyte","LIFR","ENSG00000113594"
"astrocyte","LINC00092",NA
"astrocyte","LINC00271",NA
"astrocyte","LINC00298",NA
"astrocyte","LINC00299",NA
"astrocyte","LINC00391",NA
"astrocyte","LINC00461",NA
"astrocyte","LINC00498",NA
"astrocyte","LINC00499",NA
"astrocyte","LINC00500",NA
"astrocyte","LINC00595",NA
"astrocyte","LINC00654",NA
"astrocyte","LINC00839",NA
"astrocyte","LINC00886",NA
"astrocyte","LINC00899",NA
"astrocyte","LINC00900",NA
"astrocyte","LINC00943",NA
"astrocyte","LINC00982",NA
"astrocyte","LINC01114",NA
"astrocyte","LINC01158",NA
"astrocyte","LINC01241",NA
"astrocyte","LINC01266",NA
"astrocyte","LINC01314","ENSG00000259417"
"astrocyte","LINC01351",NA
"astrocyte","LINC01354",NA
"astrocyte","LINC01376",NA
"astrocyte","LINC01422",NA
"astrocyte","LINC01473",NA
"astrocyte","LINC01532",NA
"astrocyte","LINC01550",NA
"astrocyte","LIX1","ENSG00000145721"
"astrocyte","LMO3","ENSG00000048540"
"astrocyte","LPAR3","ENSG00000171517"
"astrocyte","LPIN1","ENSG00000134324"
"astrocyte","LRAT","ENSG00000121207"
"astrocyte","LRIG1","ENSG00000144749"
"astrocyte","LRP1","ENSG00000123384"
"astrocyte","LRP1B","ENSG00000168702"
"astrocyte","LRP4","ENSG00000134569"
"astrocyte","LRRC16A",NA
"astrocyte","LRRC3B","ENSG00000179796"
"astrocyte","LRRC43","ENSG00000158113"
"astrocyte","LRRC75A","ENSG00000181350"
"astrocyte","LRRC8A","ENSG00000136802"
"astrocyte","LRTOMT","ENSG00000184154"
"astrocyte","LSAMP","ENSG00000185565"
"astrocyte","LSAMP-AS1",NA
"astrocyte","LSAMP1",NA
"astrocyte","LYPLAL1-AS1",NA
"astrocyte","MACF1","ENSG00000127603"
"astrocyte","MACF12",NA
"astrocyte","MACF13",NA
"astrocyte","MALAT13",NA
"astrocyte","MALRD1",NA
"astrocyte","MAML2","ENSG00000184384"
"astrocyte","MAOB",NA
"astrocyte","MAP3K5","ENSG00000197442"
"astrocyte","MAPK10","ENSG00000109339"
"astrocyte","MAPK4","ENSG00000141639"
"astrocyte","MASP1","ENSG00000127241"
"astrocyte","MAST4","ENSG00000069020"
"astrocyte","MCCC2","ENSG00000131844"
"astrocyte","ME1","ENSG00000065833"
"astrocyte","MEIS2","ENSG00000134138"
"astrocyte","METRN","ENSG00000103260"
"astrocyte","METTL7A","ENSG00000185432"
"astrocyte","METTL7A1",NA
"astrocyte","MFAP5",NA
"astrocyte","MGAT4C","ENSG00000182050"
"astrocyte","MGC16275",NA
"astrocyte","MGST1","ENSG00000008394"
"astrocyte","MICALL2","ENSG00000164877"
"astrocyte","MINK1","ENSG00000141503"
"astrocyte","MIR568",NA
"astrocyte","MIR920",NA
"astrocyte","MIR99AHG",NA
"astrocyte","MKLN1","ENSG00000128585"
"astrocyte","MKLN1-AS",NA
"astrocyte","MLC1","ENSG00000100427"
"astrocyte","MLYCD","ENSG00000103150"
"astrocyte","MMD2","ENSG00000136297"
"astrocyte","MOCS1","ENSG00000124615"
"astrocyte","MOK","ENSG00000080823"
"astrocyte","MOXD1","ENSG00000079931"
"astrocyte","MRAS","ENSG00000158186"
"astrocyte","MRO","ENSG00000134042"
"astrocyte","MROH7","ENSG00000184313"
"astrocyte","MRPL35P1",NA
"astrocyte","MRVI1","ENSG00000072952"
"astrocyte","MRVI1-AS1",NA
"astrocyte","MSI2","ENSG00000153944"
"astrocyte","MSI21",NA
"astrocyte","MST1",NA
"astrocyte","MT-RNR24",NA
"astrocyte","MT1G","ENSG00000125144"
"astrocyte","MT2A","ENSG00000125148"
"astrocyte","MT3","ENSG00000087250"
"astrocyte","MT31",NA
"astrocyte","MTHFD1","ENSG00000100714"
"astrocyte","MTM1",NA
"astrocyte","MTMR1",NA
"astrocyte","MTSS1L","ENSG00000132613"
"astrocyte","MUL1","ENSG00000090432"
"astrocyte","MUT","ENSG00000146085"
"astrocyte","MUTYH","ENSG00000132781"
"astrocyte","MYBPC1","ENSG00000196091"
"astrocyte","MYH15","ENSG00000144821"
"astrocyte","MYO10","ENSG00000145555"
"astrocyte","MYO6","ENSG00000196586"
"astrocyte","MYOM1","ENSG00000101605"
"astrocyte","NACC2","ENSG00000148411"
"astrocyte","NADK2","ENSG00000152620"
"astrocyte","NAT8L","ENSG00000185818"
"astrocyte","NAV2","ENSG00000166833"
"astrocyte","NBPF1","ENSG00000219481"
"astrocyte","NBPF10","ENSG00000271425"
"astrocyte","NBPF101",NA
"astrocyte","NBPF11","ENSG00000263956"
"astrocyte","NBPF19","ENSG00000271383"
"astrocyte","NBPF26","ENSG00000273136"
"astrocyte","NBPF9","ENSG00000269713"
"astrocyte","NCAN","ENSG00000130287"
"astrocyte","NCKAP5","ENSG00000176771"
"astrocyte","NDP",NA
"astrocyte","NDRG2","ENSG00000165795"
"astrocyte","NDRG21",NA
"astrocyte","NDUFAF6","ENSG00000156170"
"astrocyte","NDUFS3","ENSG00000213619"
"astrocyte","NEAT1",NA
"astrocyte","NEAT15",NA
"astrocyte","NEAT16",NA
"astrocyte","NEBL","ENSG00000078114"
"astrocyte","NEK1","ENSG00000137601"
"astrocyte","NEK11","ENSG00000114670"
"astrocyte","NEK6","ENSG00000119408"
"astrocyte","NFATC4","ENSG00000100968"
"astrocyte","NFIA","ENSG00000162599"
"astrocyte","NFIB","ENSG00000147862"
"astrocyte","NHS",NA
"astrocyte","NHSL1","ENSG00000135540"
"astrocyte","NINL","ENSG00000101004"
"astrocyte","NKAIN3","ENSG00000185942"
"astrocyte","NKAIN4","ENSG00000101198"
"astrocyte","NME9","ENSG00000181322"
"astrocyte","NNT-AS1",NA
